Program	Message	Time	Details
Papers Please	mouse left up	13744234	(758, 573)
Papers Please	mouse left down	13744764	(898, 389)
Papers Please	mouse left up	13744873	(898, 389)
Papers Please	mouse left down	13746262	(1225, 477)
Papers Please	mouse left up	13746355	(1225, 477)
Papers Please	mouse left down	13746932	(1359, 751)
Papers Please	mouse left up	13747026	(1359, 751)
Papers Please	mouse left down	13747666	(982, 589)
Papers Please	mouse left up	13747775	(982, 589)
Papers Please	mouse left down	13748305	(329, 620)
Papers Please	mouse left up	13748446	(329, 620)
Papers Please	mouse left down	13750271	(416, 704)
Papers Please	mouse left up	13750396	(416, 704)
Papers Please	mouse left down	13753235	(1361, 439)
Papers Please	mouse left up	13753328	(1361, 439)
Papers Please	mouse left down	13753750	(852, 562)
Papers Please	mouse left up	13754093	(967, 586)
Papers Please	mouse left down	13754467	(954, 425)
Papers Please	mouse left up	13754545	(947, 441)
Papers Please	mouse left down	13754732	(905, 600)
Papers Please	mouse left up	13755185	(393, 427)
Papers Please	mouse left down	13757884	(584, 273)
Papers Please	mouse left up	13758008	(584, 273)
Papers Please	mouse left down	13759022	(903, 397)
Papers Please	mouse left up	13759116	(903, 397)
Papers Please	mouse left down	13759756	(1223, 499)
Papers Please	mouse left up	13759849	(1223, 499)
Papers Please	mouse left down	13764467	(420, 617)
Papers Please	mouse left up	13764904	(745, 569)
Papers Please	mouse left down	13765528	(405, 605)
Papers Please	mouse left up	13766651	(1029, 558)
Papers Please	mouse left down	13771549	(1294, 651)
Papers Please	mouse left up	13771659	(1294, 651)
Papers Please	mouse left down	13773063	(1192, 421)
Papers Please	mouse left up	13773172	(1192, 421)
Papers Please	mouse left down	13775091	(929, 737)
Papers Please	mouse left up	13775512	(929, 737)
Papers Please	mouse left down	13782064	(741, 669)
Papers Please	mouse left up	13783327	(1115, 683)
Papers Please	mouse left down	13784170	(1362, 432)
Papers Please	mouse left up	13784263	(1362, 432)
Papers Please	mouse left down	13784825	(1136, 590)
Papers Please	mouse left up	13785012	(1218, 595)
Papers Please	mouse left down	13785402	(1205, 444)
Papers Please	mouse left up	13785480	(1205, 444)
Papers Please	mouse left down	13785683	(1189, 608)
Papers Please	mouse left up	13786245	(409, 454)
Papers Please	mouse left down	13786619	(1017, 619)
Papers Please	mouse left up	13786993	(394, 493)
Papers Please	mouse left down	13789333	(824, 438)
Papers Please	mouse left up	13789443	(824, 438)
Papers Please	mouse left down	13807305	(1266, 736)
Papers Please	mouse left up	13807430	(1266, 736)
